taxonomy	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	9.02789	4.9701	2.65936	20.48077	16.62127	22.23323	5.33164	3.24591	5.88386	5.07932	4.86363	10.11819	24.49446	33.08117	20.511	0.59217	3.77801	14.67507	20.02049	26.20251	16.98117	4.92778	2.14584	6.6272	2.68954	6.21077	14.32969	2.22979	11.25897	2.27195	1.0292	4.86929	15.40006	2.71724	12.86638	9.44282	9.66904	2.48166	7.71779	4.09254	2.1302	6.81827	15.18313	2.26178	17.66222	12.41959	2.57472	6.41721	0.40347	1.87747	15.33802	10.84871	12.68336	10.3237	16.25859	23.80297	11.1677	5.8889	10.60381	6.67773	0.85169	5.06107	5.75365	10.89603	15.08402	25.63424	0.88223	2.82129	10.59775	8.3439	8.23568	8.066	8.44404	5.34856	4.89266	5.56502	2.99544	17.33779	5.16621
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	8.26872	0	0	0	0.72634	0.02831	0.59678	0	0	0	0	0	0	5.26442	0.04051	0.12843	0	0	0	4.1984	0.00385	3.33433	0.02182	0.85116	0.40158	0	0	6.6951	3.75669	0	0	0	0	0.72827	0	1.80579	5.73354	3.84667	4.18075	2.11297	0	0	0	1.06896	0	0.76708	17.23627	0.00068	3.92919	2.78214	0	0	0	0	0	0	0	12.06848	0	5.82193	0.43698	0	1.77087	3.00625	0	0	2.08396	0.94332	0	0	0	0	14.40091	15.37932	1.57596	1.80518	0	0	0
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales	7.89477	0	0	0	4.43859	0	0	0	1.5314	0	0	0	0	2.85902	4.42737	0.28165	1.39655	0.03012	0	0	0	0	5.96437	0.89006	1.93726	1.25151	0	0	7.77745	1.01773	0	0	0	1.25916	4.74552	4.15455	0	0	2.19706	0	2.21478	2.94931	0	2.29602	0	0.54322	0	6.79254	0	1.82696	0	0	0	3.18943	6.25499	0	5.58357	13.13992	2.10534	1.17567	0.7199	0	0.70127	1.08884	0	0	1.05119	0.90898	0	3.1938	0	5.47572	0	0	1.02722	1.05013	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293	6.29725	2.98984	12.46837	14.52994	0.48838	0.0822	0.61282	4.83749	2.55203	10.04824	1.76381	1.92927	4.58912	0.07132	5.46791	1.00398	0.76504	0.72937	0.82452	6.7141	0.24519	0.49037	5.09525	1.69236	2.43233	0.84118	2.00457	11.62546	2.72933	0.9484	2.10987	5.37292	0.2745	1.48736	7.69729	4.61908	0.55031	3.21639	2.67233	0.28709	1.26691	0.58367	4.37922	2.69683	2.42515	0.40021	12.19296	7.65446	0.3461	1.80518	3.74839	0.4525	0.60496	0.86338	7.0521	4.17024	0.01753	0.59314	2.04153	8.14302	0.34525	5.21631	0.24969	7.25011	3.21985	3.67446	0.41585	0.25204	3.94798	8.04811	2.6731	0.90905	0.59173	0.65684	0.96499	1.07019	4.80425	1.72408	3.17602
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064	4.27595	4.78121	21.48646	7.87436	2.14524	0.2531	3.04943	11.33315	3.36318	13.88478	5.68498	8.20517	12.77278	3.28713	13.5	5.67417	0.82187	6.58688	1.24859	9.79927	0.95497	1.82064	2.06621	1.27043	2.59789	4.38546	1.57889	2.82931	7.03106	2.43296	3.87622	3.71297	9.29566	1.52904	14.87488	4.88822	0.42359	4.65263	3.32256	3.85965	1.27675	0.73077	4.50875	3.50664	4.85792	2.84551	1.27579	0.96264	0.94068	2.84631	20.19485	1.74964	0.71569	1.41471	1.82688	5.59333	2.2869	2.53469	2.5479	1.48458	2.86884	1.74949	0.75348	2.21553	1.80071	2.74053	2.50225	2.171	7.79473	3.55138	7.94213	1.83855	1.09929	0.15126	9.15027	5.39785	3.6519	3.84435	5.28319
k__Bacteria|p__Bacteroidetes|c__CFGB76004|o__OFGB76004	3.69241	0	0	0	0	0	0.25496	0	0.27665	0	0	0	0	0	0	0.15638	0	0	0.8055	0	1.43499	0.48793	0.93367	0.83387	0.73947	0.736	0	1.12801	0	0	0	0	0	0.75597	0	0	0	0	0	0.80792	0	0	0	1.00522	0	0.6032	2.70886	0	0.67777	1.28791	0	0	0	0	0	0	0.02559	0	0	0.49241	0.20909	0	0	0	0	0	0.06397	0	0	0	0	0	1.34603	0.89116	0	0	0.38119	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.8545	0.46008	0.28092	1.37441	3.42001	3.22363	0.35047	1.15592	0.29551	1.89122	0.40891	1.22497	1.26207	1.95526	2.36774	0.34098	1.06294	0	0.58464	1.47479	0.37055	0.32887	0.85291	0.22589	0.21924	0.46658	1.63106	0.96834	0.55788	0.53488	0.41422	1.27593	0	0.41777	1.67943	0.93259	0.80773	1.99803	0.83053	0.51223	0.59115	0.61673	2.11081	0.27501	0.78704	3.46733	1.31197	0.71087	0.16448	0.30829	1.42409	0.68685	2.26527	1.14839	0.53316	1.00133	0.04437	5.13489	0.67154	0.40066	0.13284	0.5019	0.66524	2.03451	0.4224	2.27202	0.06208	0.85266	0.68666	0.69823	1.13596	1.21361	0.67571	0.10208	0.88784	0.70009	1.23111	0.91034	0.96664
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	1.58454	4.20624	0.56253	2.28118	4.30773	3.37647	2.5866	0.36069	2.38035	0.2575	3.70176	4.17876	0.40253	1.06752	1.05043	9.75598	2.87169	5.6939	11.30916	0.45617	4.18964	6.66481	3.45913	4.42987	1.05774	2.66752	0.5169	1.73577	2.74115	2.79569	5.84819	0.63274	10.21357	2.74632	3.29562	2.66271	5.2241	3.78816	10.37335	20.3107	5.3064	3.20243	9.1961	6.00273	4.67929	3.66671	2.83678	3.96794	5.08275	4.18741	0.15618	4.1832	0.80998	5.95514	1.28262	2.0786	2.14557	1.26078	1.85568	3.67761	4.74183	0.3966	5.18627	3.55456	0.06718	2.37602	1.21279	1.15872	1.10691	8.81148	5.89579	2.22063	2.11198	1.14957	8.34463	10.61737	3.63393	4.35557	0.55281
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	0.98155	2.63089	0.67712	1.24057	1.21951	1.88359	6.65124	1.07916	6.5042	1.23983	7.21173	0.98272	1.19622	6.28645	0.88506	5.47448	7.02056	1.93466	7.50964	0.05429	3.82636	5.37748	1.23391	7.71012	7.60752	5.68089	1.26837	1.00717	0.03015	7.61515	6.16888	0.74946	0.70654	7.14485	1.43175	0.90061	7.25046	0.7805	0.29658	3.44827	7.61416	5.27712	0.58944	5.52551	2.90398	4.00199	0.91599	0.83878	2.12486	6.33601	0.65725	12.77017	2.82472	6.31263	1.59187	0.81292	8.25306	1.61757	4.13334	2.05565	5.73026	2.51588	3.87843	1.19153	0.73159	0.85779	2.75722	4.51953	1.4257	1.26166	8.72591	1.30827	3.58624	1.72252	3.73924	5.76855	1.25877	1.92214	1.71091
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790	0.84303	0	0.01027	1.39048	0.19287	0	0.09697	0.14781	0.04091	0.32837	0	0.2585	0.06265	0.26015	0.61167	0.02771	0.01684	0.02816	0.13775	0.15186	0.02586	0.00351	0.07691	0.00101	0.00306	0	0.20788	0.11054	0.00865	0.00766	0	0.29589	2.54323	0.00473	1.25235	0.6799	0.003	0.06434	0.20022	0	0	0.09109	0.2469	0.003	0	0	0.42733	0.3178	0	0.01866	0.05968	0.00979	0.0275	0.13312	0.17077	0.34164	0	0	0.31459	0.28345	0	0.38057	0.08484	1.95539	0.01201	0.53561	0.00477	0.00769	0.04189	0.41758	0.06295	0.22689	0.02479	0.01534	0	0.05223	0.36863	0.35746	0.31823
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.45972	0.35189	0	1.96414	0.04013	3.88613	0.10422	0.19772	0.82055	0.93808	0.20623	0.17379	0.19234	1.0709	0.20202	0.15811	0.20997	1.23738	0.54118	0.19094	0.92889	0.30799	0.76291	0.916	0.61966	0.39165	1.43481	0.32801	0.16865	1.04998	0.4459	0.27105	0.00377	0.52997	0.17203	0.18199	0.78908	0.19295	0.05107	0.1006	0.93352	1.16443	0.43939	0.6071	0.54954	0.39771	0.26526	0.04975	0.19457	0.29896	1.32765	0.62382	0.22105	0.84073	0.06347	1.02731	0.16054	0.23302	0.06488	0.74883	0.25346	0.67807	0.03835	1.05876	0.07737	0.8104	0.06369	0.0335	0.56798	0.79699	0.18877	0.30627	0.36914	0.36096	0.26892	0.24289	0.12745	0.03595	0.48873
k__Bacteria|p__Firmicutes|c__CFGB1814|o__OFGB1814	0.32202	0.04141	0	0	0	0	0.05352	0	0.04297	0	0.01018	0.0556	0.20933	0.03696	0	0.0178	0	0.0715	0.05542	0	0.18486	0.07489	0	0.00919	0.0388	0.08126	0	0.09395	0	0.0293	0.01742	0	0	0.02697	0	0	0	0.04802	0	0.13091	0.01988	0	0	0.01273	0	0.0549	0.23592	0	0	0.00427	0	0	0	0	0	0	0.00123	0	0.08323	0.35012	0.01915	0	0.03201	0.07565	0	0	0.00676	0.0381	0	0	0.17483	0.12989	0.07397	0.09128	0.03009	0.03474	0.41016	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877	0.31228	0.532	0.02499	0.10769	0	0.35108	1.05803	0.34552	1.05857	0.29178	1.50151	0.16413	0.15433	0	0	0.23558	1.07447	0.32387	0.35335	0	0.13204	0.38024	0.39707	3.37908	1.21549	2.35959	0.44004	0.04949	0.43897	1.01215	1.30252	0.55668	0.00281	1.83213	0.08483	0.01615	0.92339	0.01764	0	1.2871	1.94202	0.33094	0.0987	2.89097	0	0.2849	0	0	2.8081	1.96215	0.10922	2.71095	1.15746	1.26762	0	0	0	0	1.11082	0.0314	3.38318	0	1.14431	0.18965	1.74706	0.52975	0.90799	1.1933	0.22392	0.12021	3.10537	0.00702	0.24319	3.60907	0.27255	0.36221	0.44189	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76183|o__OFGB76183	0.24826	0.0695	0	0	0	0.50854	0.00997	0	0.02054	0	0	0.52089	0	0	0	0	0	0	0	0.10475	0	0	0.21958	0.00063	0	0	0	0.36384	0	0	0.03375	0	0	0	0	0	0	0.25034	0	0	0	0	0.49666	0.01655	0	0.02258	0.60257	0	0	0.03084	0	0	0	0	0	0.49477	0	0	0	0.0717	0	0	0	0	0	0	0.00427	0	0.00609	0	0	0	0.01163	0.00923	0	0	0.35319	0	0
k__Bacteria|p__Firmicutes|c__CFGB9827|o__OFGB9827	0.23178	0.04377	0.00946	0.34203	0	0	0.31326	0.16907	0.0883	0.23643	0.06129	0.40367	0.25581	0.78998	0.22364	0.08785	0.28462	0.49635	0.48893	0	0.27387	0.15957	0.20555	0.10921	0.09674	0.26725	0.12298	0.21786	0	0.14134	0.11566	0.31386	0.98367	0.10291	0	0.17325	0.42129	0.07496	0.30256	0.16467	0.14756	0.17713	0.41306	0.06668	0.48968	0.20674	0.18038	0.09541	0.02052	0.07896	0	0.3339	0.14031	0.14124	0.15745	0.39837	0.02346	0.15002	0.30944	0.25885	0.08561	0.22771	0.3088	0.34226	0.11105	0.15743	0.07491	0.22112	0.4266	0.27114	0.22023	0.17808	0.31849	0.03364	0.12232	0.12598	0.30948	0.47429	0.42235
k__Bacteria|p__Bacteria_unclassified|c__CFGB76313|o__OFGB76313	0.19465	1.66177	0.00517	0.94433	0.02599	0	0.50008	0.08558	0.67686	0.23838	0.88797	0.00477	0.18533	0.06292	0.03886	0.61044	0.52531	0.65889	2.93835	0	0.9886	0.46451	0.06051	0.6509	0.68609	0.89127	0.08378	0.13134	0.16855	1.36	1.26078	0.07181	0.74731	1.09354	0.08967	0.05468	0.29279	0.01866	0.00408	0.28585	1.74223	0.82056	0.17597	0.32512	0.52624	0.55222	0.03857	0.10103	0.18064	1.42379	0.02674	1.59399	0.4331	0.40437	0.13066	0.19344	0.19298	0.0164	3.22997	0.23365	0.8544	0.85051	0.47081	0.11433	0.40577	0.05397	0.74814	1.13129	0.00655	0.08229	0.7174	0.16539	0.71628	0.51473	0.96495	0.42879	0.05444	0.00509	0.23853
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	0.19329	0.36487	0	0	0.00313	0	0.13912	0	0.2487	0.1625	0.10034	0.14528	0.00203	0	0	0.1548	0.12854	0	0.04709	0	0.066	0.06377	0	0.1567	0.05788	0.22056	0	0	0	0.05326	0.16515	0	0	0.74617	0.04088	0	0.43765	0.00898	0	0.13496	0.11888	0.06597	0.01663	0.46808	0.0964	0.50995	0	0	0.02609	0.2434	0.04343	0.57473	0.53824	0	0.06225	0	0	0	0	0	0.14362	0	0.12612	1.12013	0	0.00529	0	0.00212	0	0.1482	0.35883	0	0	0	0.04205	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76138|o__OFGB76138	0.13733	0.16825	0.56826	0.33113	0.10618	0	0	0.20876	0.02319	0.07434	0.0609	0.2316	0.34186	0.06382	1.31071	0.18567	0.32644	0.6058	0.148	0.0532	0.07585	0.08644	0.20957	0.20207	0.06844	0.1278	0.10701	0.34954	0.34198	0.19003	0.21486	0.2172	0	0.11913	1.426	0.17129	0.0739	0.23613	0.15874	0	0.1298	0.15553	0.16518	0.08491	0	0.04575	0.12194	0.10649	0.03417	0.08598	0.14312	0.24147	0.07761	0.07378	0.11028	0.24531	0.06946	0.12119	0.17099	0.22258	0.14454	0.09143	0.19341	0.42568	0.17759	0.33936	0.05199	0.15514	0.2484	0.42205	0.15819	0.23388	0.0062	0	0.12163	0.12088	0.22082	0.35956	0.16416
k__Bacteria|p__Actinobacteria|c__CFGB4875|o__OFGB4875	0.13323	0.05526	0.05459	0.4482	0.71811	0	0.05532	0.14965	0.04577	0.81061	0.03555	0.17409	0.14046	0.14768	0.47552	0	0.04163	0.30975	0.10335	0.44624	0.15772	0.02257	0.12677	0.00687	0.04759	0.09754	0.26518	0.01851	0	0.02973	0.01508	0.31461	0	0.00872	0.11768	0.10011	0.03132	0.41436	0	0.00667	0	0.10984	0.30942	0	0.06882	0.02564	0.0623	0.11722	0	0.01953	0.61801	0.5727	0.09394	0.21962	0.26114	0.42141	0.02223	0	0.0158	0.1276	0	0.2465	0.00914	0.26945	0	0.22001	0.01259	0.00988	0.16965	0.36672	0.05753	0.11377	0.15436	0.0734	0.01869	0.02783	0.08973	0.8185	1.33623
k__Bacteria|p__Firmicutes|c__CFGB1494|o__OFGB1494	0.12598	0.05244	0	0	0	0	3.39315	0.38131	0.38931	0	0	0.48543	0	0	0	1.87922	0.01291	0.01132	0.02882	0	0.80904	10.00826	0.1544	0.02349	1.59234	2.75597	0.42607	0.02336	0.00548	0.00025	0.2684	0.29492	0	0.10607	0	0	0.13161	0	0	0	1.46	0	0	9.57727	0	0.16912	0	0	0.36465	0.66722	0	0	0.15687	6.23946	0	0	1.61065	0	0	0	1.75601	0	0	0	0.21471	0.483	1.2772	0	0	0	4.6541	0.11151	0.16244	0.26832	0.88869	0.34589	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified	0.08475	1.83878	0	0.04335	0.03453	0	0.73758	0	0.06366	0.02564	0.69289	0.00954	0.28011	0.13603	0	0.25686	0.45942	0.70934	0.21236	0	0.17848	1.78423	0.00266	0.59721	0.85611	0.09742	0.05661	0.05243	0.33976	0.56373	0.99881	0	0	1.45004	0	0.03019	0.16548	0.00411	0	0.80227	2.66392	1.00708	0.00954	0.19946	0.28127	0.88683	0.01944	0.08279	0.22916	0.94219	0	0.04012	0.57882	0.39353	0.16457	0	0.02527	0.01107	0.22846	0.04464	0.0483	0.02341	0.80664	0.03789	0.01379	0.06352	0.07051	1.20678	0.31954	0.01297	0.17947	0.24802	0.09234	0.15837	0.14322	0.07263	0.10736	0.00789	0.05748
k__Bacteria|p__Firmicutes|c__CFGB76074|o__OFGB76074	0.0804	1.27653	0.0062	0.03934	0.20302	0	2.6468	0.27244	1.84317	0.26981	2.3312	0.78622	1.51993	0.72549	1.5283	1.89218	1.39031	1.22615	2.37786	0	2.78161	1.43323	0.85125	0.54772	0.94482	3.60439	0.07337	0.32467	0.46891	2.2105	1.56386	0.25562	0.04861	2.19865	0.85549	0.38016	0.9709	0.13535	0.08811	4.69857	2.27903	1.11625	0.19312	0.44313	2.02742	1.812	0.11039	0.18334	0.33589	0.94132	0.18019	5.31465	0.28146	1.28977	0.05588	0.18023	2.9675	1.16361	3.09061	0.15153	0.71713	0.10953	1.32358	0.53058	0.01487	0	1.97506	1.46954	0.30765	0.22543	2.62399	0.96527	0.37387	0.21327	1.3582	1.64348	0.17618	0.11539	0.0732
k__Bacteria|p__Bacteroidetes|c__CFGB76349|o__OFGB76349	0.07003	0.03186	0.14151	0.59635	0.20553	0.08044	0.07916	0.11518	0.02195	0.5581	0.00706	0.12942	0.08873	0.10709	0.01984	0	0	0	0.07559	0	0.21805	0.02144	0.1577	0	0.02094	0.00338	0	0.03134	0	0.01397	0.01574	0.21927	0	0	0.01637	0.07943	0	0.187	0	0.00305	0	0.06462	0.49626	0	0	0.04914	0.03608	0	0	0.00601	0.27286	0	0.05222	0.1456	0	0.48972	0	0.12068	0	0.0311	0	0	0	0.11721	0	0	0	0	0.06092	0.14184	0.06606	0.06893	0	0	0	0.0029	0.14658	0	0
k__Bacteria|p__Firmicutes|c__CFGB72709|o__OFGB72709	0.0378	0.01017	0	0.10628	0.13733	0	0.00299	0.05764	0	0.06683	0	0.27113	0.10553	0	1.56942	0	0.00371	0	0	0	0	0	0.01385	0	0	0	0.05835	0.05521	0	0.02168	0.02851	0.22629	0	0	1.01089	0	0	0.23792	0	0	0.00054	0.01155	0.1287	0	0	0	0.10178	0	0	0	0.03668	0	0	0	0	0.2223	0	0	0	0.07721	0	0.35827	0	0.45507	0.40671	0.03847	0	0	0	0.6433	0.07444	0.41495	0.0109	0	0	0	0	0.2791	0.38859
k__Bacteria|p__Firmicutes|c__CFGB76234|o__OFGB76234	0.03766	0.16976	0	0	0	0	0	0	0.17975	0	0	0	0	0	0	0.00779	0	0	0	0	1.18316	0.79436	0.06741	0	0.11862	0.0723	0	0.12395	0	0	0.0074	0	0	0.0796	0.00347	0	0.09005	0	0	1.14987	0	0.11266	0.00224	0.05033	0	0.11852	0.09801	0	0.00536	0.00997	0	0	0.01055	0	0	0	0.14814	0	0	0.08593	0	0.11734	0.1823	0.00836	0	0	0	0.95511	0	0.00039	0.01188	0	2.4015	2.57156	1.15925	2.64283	0.45333	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB75970|o__OFGB75970	0.02379	0.21304	0.17222	0.36568	0.54175	0.99149	0.16027	0.06589	0.07263	0.34741	0	0.12043	0.14147	0.87541	0.45999	0.00231	0.0862	0.87889	0.2124	0.03502	0.38539	0.06397	0.23157	0.03367	0.09611	0.11187	0.34264	0.03116	0	0.04915	0.09412	0.11729	0	0.01294	0.17395	0.2852	0.03414	0.21439	0.01062	0.02896	0.01082	0.2773	0.17019	0.00592	0.4075	0.16981	0	0	0	0.04193	0.3012	0	0.11624	0.45519	0	0.18514	0.0173	1.27832	0.01784	0.17613	0.00722	0.35695	0	0.19183	0	0.23101	0.02828	0.02294	0.2197	0.4198	0.2256	0.36062	0.24001	0.07981	0.04596	0.18402	0.12939	0	0
k__Bacteria|p__Firmicutes|c__CFGB76071|o__OFGB76071	0.02297	0.18249	0	0	0	0	0.58289	0	0.04302	0	0.33384	0	0	0	0	0.12418	0.12639	0	0.11183	0	0	0.22267	0	0.19462	0.07018	0	0	0	0	0.08754	0.19141	0	0	0.72893	0	0	0.08773	0	0.08015	0.20285	0.08022	0.11512	0	0.14339	0	0.03063	0	0	0	0.34268	0	0.63492	0	0.49002	0	0	0	0	0.55059	0	0	0	0.46237	0.00478	0	0	0.04341	0.82542	0	0	0.49488	0	0.05843	0.18743	0.01801	0.05755	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644	0.01749	0.14919	0.02264	0.13859	0.11922	0	0.01269	0.40307	0.03319	0.33854	0	0.51031	0.10439	0	0.53882	0.002	0	6.89698	0.07619	0	0.61721	0.00744	0.07273	0	0.04971	0.06864	0.03097	0.47235	0	0.0099	0	0.12372	0.86736	0.09149	0.32764	0.28251	0.07102	0.16389	0	0.27154	0	0	0.04728	0	0	0	0.19827	0.10263	0.10655	0.00353	0.28223	0	0.72045	0	0.01871	0.10955	0	0.28396	0	0.1085	0	0	0.84638	0.24293	0.15222	0.19947	0	0.03893	0.25601	0.2935	0.02244	0.29489	0.40581	0.08679	0	0	0.35737	0.61417	0.18723
k__Bacteria|p__Firmicutes|c__CFGB9659|o__OFGB9659	0.01626	0.10968	0	0	0	0	0.0254	0	0	0	0.21617	0	0	0	0	0.34639	0.42717	0.01332	0.00461	0	0	0.13636	0	0.60932	0.07955	2.36662	0.00327	0	0	0	0.21436	0	0.19098	0.00559	0	0	0.38178	0	0	0.49126	0	0.4146	0	0.53807	0.26067	1.54336	0	0	0.0303	0.49079	0	1.29634	0.07167	0.23277	0	0	32.11735	0.10866	0.44604	0	0.39474	0	0.61149	8e-04	0.0045	0	0.1079	0.69236	0	0	0.21637	0	0.00924	0.47244	0.36938	0.07516	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355	0.0072	0.62237	0.00062	0	0	1.91834	1.4206	0	0.16645	0	0.12722	0.19003	0.20902	0	0	1.6956	9.23782	0.07666	0.09687	0	0.08515	0.70552	0	0.08887	0.03393	0.59999	0.12521	0	0	2.6171	0.29869	0.06521	0	0.44499	0.03893	0	1.53039	0	0	1.26668	1.53751	3.23362	0.01844	2.72307	2.40945	0.5229	0	0	0.3551	0.06149	0	0.17114	0.77811	0.37268	0	0.03641	0.03016	0	0.72652	0	1.20392	0	0.28494	0	0	0	0.34743	0.07688	0	0	0.70697	0	0.12605	1.06126	0.31786	0.16589	0.2482	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	39.74429	22.81937	45.08457	27.60467	35.75261	11.5284	20.05858	37.6318	34.09723	25.99081	8.98341	37.13597	38.23279	16.75297	28.23754	29.9144	12.89119	29.39881	16.34092	31.34391	20.27792	16.76401	48.10007	15.1921	28.71072	24.42727	44.88228	58.31251	50.26949	18.07557	22.39407	44.7281	35.8825	17.00282	25.72808	51.71549	11.65016	53.25112	51.39097	20.47407	8.52833	23.40956	27.34343	26.20727	12.49383	27.43379	39.83381	46.85924	68.54762	25.98009	29.80185	10.92165	11.26329	13.82753	24.22492	27.40644	15.94031	12.8158	5.53911	31.31682	35.82356	48.18753	32.48331	35.58495	33.37888	24.82273	42.97634	30.26764	55.76195	37.33162	16.42315	52.42128	22.2674	25.27822	14.85964	15.62193	37.80299	55.86761	68.07758
k__Bacteria|p__Bacteroidetes|c__CFGB76719|o__OFGB76719|f__FGB76719	10.18042	0.69858	3.73642	0.01261	4.24471	4.17418	0.48148	0	0.21814	0	0.47233	5.15439	0	0	0	0.07014	0	6.72733	0.68131	0	1.47033	0.99333	2.73361	0.69385	0.90643	0.66939	0	4.63955	2.0064	0	0.44626	0	0	1.22438	0	0	0.48249	0	6.88816	2.08298	0	0	2.63963	1.51398	2.78273	2.42128	8.90046	6.0995	0	3.14367	0	0.00122	0.07792	0	7.53469	5.13935	0.17171	1.10381	0.51676	4.58865	0.43537	9.71012	2.66576	0.06339	0	0	0.4617	0.70063	2.03292	0	0	0.60009	3.7387	1.68937	0.91005	2.13322	7.29787	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae	8.26872	0	0	0	0.72634	0.02831	0.59678	0	0	0	0	0	0	5.26442	0.04051	0.12843	0	0	0	4.1984	0.00385	3.33433	0.02182	0.85116	0.40158	0	0	6.6951	3.75669	0	0	0	0	0.72827	0	1.80579	5.73354	3.84667	4.18075	2.11297	0	0	0	1.06896	0	0.76708	17.23627	0.00068	3.92919	2.78214	0	0	0	0	0	0	0	12.06848	0	5.82193	0.43698	0	1.77087	3.00625	0	0	2.08396	0.94332	0	0	0	0	14.40091	15.37932	1.57596	1.80518	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	8.17707	0.3767	2.21388	4.34123	13.5523	21.35888	1.03908	2.7885	0.06222	4.03535	0	3.29246	7.13519	10.44236	15.47459	0.08332	0.48008	6.80199	2.48455	3.76867	2.07334	0.07703	1.05807	0.07907	0.22109	0.52276	2.61378	2.00287	6.9246	0.77825	0.29133	3.92383	4.83044	0.23248	10.03756	7.05914	2.3991	1.87869	6.69795	0.34313	0.78953	0.72273	2.30181	0.59752	3.39736	0.8127	2.17398	0.59518	0	0.09953	13.73492	2.17125	0.67944	1.66678	0.83724	8.34506	1.1117	1.18408	0.85568	0.56292	0.04154	0	2.44763	5.85369	0.00523	1.89947	0.22196	0.69525	7.66827	4.50574	0.22228	6.41542	0.26174	0.20832	0.03081	0.92734	1.19558	15.78028	4.66584
k__Bacteria|p__Deferribacteres|c__Deferribacteres|o__Deferribacterales|f__Deferribacteraceae	7.89477	0	0	0	4.43859	0	0	0	1.5314	0	0	0	0	2.85902	4.42737	0.28165	1.39655	0.03012	0	0	0	0	5.96437	0.89006	1.93726	1.25151	0	0	7.77745	1.01773	0	0	0	1.25916	4.74552	4.15455	0	0	2.19706	0	2.21478	2.94931	0	2.29602	0	0.54322	0	6.79254	0	1.82696	0	0	0	3.18943	6.25499	0	5.58357	13.13992	2.10534	1.17567	0.7199	0	0.70127	1.08884	0	0	1.05119	0.90898	0	3.1938	0	5.47572	0	0	1.02722	1.05013	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293	6.29725	2.98984	12.46837	14.52994	0.48838	0.0822	0.61282	4.83749	2.55203	10.04824	1.76381	1.92927	4.58912	0.07132	5.46791	1.00398	0.76504	0.72937	0.82452	6.7141	0.24519	0.49037	5.09525	1.69236	2.43233	0.84118	2.00457	11.62546	2.72933	0.9484	2.10987	5.37292	0.2745	1.48736	7.69729	4.61908	0.55031	3.21639	2.67233	0.28709	1.26691	0.58367	4.37922	2.69683	2.42515	0.40021	12.19296	7.65446	0.3461	1.80518	3.74839	0.4525	0.60496	0.86338	7.0521	4.17024	0.01753	0.59314	2.04153	8.14302	0.34525	5.21631	0.24969	7.25011	3.21985	3.67446	0.41585	0.25204	3.94798	8.04811	2.6731	0.90905	0.59173	0.65684	0.96499	1.07019	4.80425	1.72408	3.17602
