taxonomy	C007	C008	C009	C012	C015	C016	C017	C020	C023	C025	C025_n	C025_r	C026	C027	C028	C029	C030	C030_r	C031	C033	C035	C036	C037	C039	C040	C042	C042_r	C043	C043_r	C045	C046	C047	C049	C050	C052	C053	C055	C057	C060	C061	C061_r	C063	C063_r	C065	C068	C070	C071	C072	C073	C075	C077	C079	C081	C082	C083	C084	C084_r	C085	C085_n	C086	C089	C089_n	C090	C093	C094	C095	C096	C097	C099	C100	C101	C102	C103	C104	C105	C108	C109	C110	C112	C113	C114	C115	C116	C117	C118	C119	C124	C126	C127	C128	C129	C133	C134	C135	C142	C143	C144	C145	C146	C147	C148	C149	C150	C151	C152	C153	C154	C155	C156	C157	C158	C159	C160	C162	C163	C164	C165	C166	C167	C168	C169	C170	C172	C173	C174	C175	C176	C178	C179	C180	C181	C182	C183	C184	C185	C186	C187	C188	C190	C191	C196	C197	C198	C199	C200	C201	C202	C203	C204	C205	C206	C207	C208	C209	C210	C211	C212	C213	C214	C215	C216	C217	C218	C219	C220	C221	C222	C223	C224	C225	C226	C227	C228	C229	C230	C232	C233	C234	C235	C237	C238	C240	C241	C242	C243	C244	C245	C246	C247	C248	C249	C250	C251	C252	C253	C254	C256	C257	C259	C260	C261	C262	C263	C264	C265	C266	C267	C268	C269	C270
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152	3.80352	0.64215	0.00546	0.57483	0.2357	0.81739	0.50548	1.17669	0.00478	1.37098	2.38136	1.42161	1.43239	0.02623	0.23399	1.98787	0.2404	0.24934	0.28939	1.0822	0.96657	2.59947	0.024	0.5205	1.04908	2.39985	2.57294	2.2081	2.32033	2.17662	0.25482	8.17537	0.82453	1.18927	1.16481	2.67273	2.10355	2.1751	0.003	2.67273	2.79218	0.42143	0.40896	0.22014	0.62839	0.09412	1.07391	0.13385	1.44635	0.00424	0.01972	0.26687	0.5276	0.59612	0.01475	0.28991	0.31715	0.56339	0.62107	0.84189	2.24424	2.40904	0.96038	0	0.40023	1.20873	0.37471	1.961	0.23409	2.326	1.65864	0.37809	2.44908	0	1.33006	0.76888	0.00111	0.82935	2.88668	0.83892	0.11383	0.41131	0	0	0.0476	3.30753	3.50454	0.21902	0.60905	3.34149	0.93914	0.50304	1.31037	1.12353	5.66041	0.33717	0.65787	0.54388	0.65997	0.41074	0.1585	0.00556	0.12206	0.33456	1.87896	0	4.66297	0.91952	0.89364	0.2649	0.73608	0.35369	1.51188	1.68537	0	1.34212	0.99376	0.45236	0.41374	0.01669	0.05559	0.09145	0	1.02738	1.83808	0.65006	0.13145	0.99216	0.84167	0.58073	1.06076	0.45824	0.22379	1.3864	0.10227	1.30023	3.03871	0.37803	0.05247	0.25284	4.96469	0.31629	0.22873	0	0	0.35476	0	1.26428	0.33303	0	2.64955	0.77933	1.55497	3.22198	1.36524	0.70874	2.53464	4.15357	0	1.88899	3.99363	0.41845	1.32239	0.21424	0.01522	0.22011	0.03515	0.41962	0.507	1.20176	0.60124	2.64288	0	4.76749	0.81088	4.75063	0.09424	0.33235	1.22361	0.6765	0.02994	4.68887	0.84376	0.7628	2.4253	0.76131	0	0.22964	0.25855	0.05519	0.5256	2.82091	0.95192	0.44541	0	0.03941	0.08991	0	0	0	0	0.05561	0.13869	9.9198	0.73501	0.14545	0.75613	2.69649	3.74616	0.03895
k__Bacteria|p__Bacteroidetes|c__CFGB76183|o__OFGB76183	2.77529	1.6407	0.0223	0	0.24367	0	0	0	0	0.07321	0.00767	0.06586	0	0	0.03178	3.05648	0.17704	0.18392	0.04064	0.27875	0	0	1.79608	0	1.66031	0	0	0.09256	0.0911	0.09009	0.07645	1.08687	0.05898	0	2.93656	0.14126	0.09513	0	0	0	0	0	0	3.1506	0	0.14229	0	0	0	0	0	0	0	0	0	0	0	0.10762	0.08964	0.06807	0.08721	0.04443	0	0	0	0	0.37315	0.27946	0	0	0	0.07003	0	1.27224	0	0.05303	0	0	0	0	2.24095	0.04087	0	0	0	0.05581	0	0.12714	0	0	0	0	0	0	1.20865	0	0	0	0	0.01195	0	0	0	0	1.29172	1.41772	0.01608	0.00981	0	0	0	0.18354	0	1.08959	1.13955	0	1.6009	0	0.0181	0	0	0	0	0	0	0.09118	0	0	0	0.02508	0	0	1.33756	0	0	0	0	0	0	0.0954	0	0	0.71417	0	0	0	0	0.04363	0.04315	1.50548	0.53972	0.51147	0.20142	0	0	0	0	0	0	0	0	0.21714	0	0.06635	1.17421	0	0	0	0.0514	0	0	0.89812	0	0	0.31803	0	2.72293	0	0	0	0	0	0	0	0	0	2.37996	0	0.02751	0	0	0	0	0	0	0	0	0	0	0	1.54525	0.04712	0.14171	0	3.52046	0.10373	0.02445	0	0.18409	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified	2.18178	2.74305	4.50941	3.87214	2.7405	1.8445	4.80336	3.15561	3.69684	3.75957	5.17803	3.81185	2.71018	3.8027	3.35458	1.56109	1.42025	1.38339	5.22629	2.95579	2.42187	1.24473	1.30166	5.73328	3.18589	0.12393	0.10764	5.16727	5.2729	3.11775	7.62434	1.4167	3.10585	6.33073	1.2231	4.79054	2.72305	1.93578	2.27732	4.24341	4.21936	3.07626	3.05714	2.36997	1.83014	3.16705	2.73955	3.02488	1.34006	2.75547	3.60005	2.65264	2.84534	3.57081	1.69536	2.1293	2.67037	2.14073	2.35757	2.30084	4.32394	5.00532	2.51279	1.99206	2.41524	2.08813	2.65677	3.2798	2.11234	3.94195	3.88742	3.10082	3.23383	3.71544	3.77585	6.51445	0.90079	1.73861	3.55162	2.09022	1.39828	1.12821	5.10909	3.42254	1.57721	4.06872	2.94104	3.5312	2.23039	3.51544	14.59757	8.36697	3.52288	3.26158	0.82191	4.12755	3.28935	2.68359	3.0792	4.10411	5.96	5.01139	3.6116	3.56599	1.53127	1.68372	4.30161	5.43193	3.9299	2.79396	0.7737	1.75976	2.92142	0.78943	0.69874	3.40631	1.95436	4.2144	1.76856	3.47302	1.78904	2.58442	1.07194	1.70588	1.91439	2.68591	6.82558	2.24306	2.95456	3.41646	2.29829	3.79785	2.15418	4.9597	2.75411	2.88074	2.23502	7.77687	2.9842	5.8418	3.51801	2.98626	3.46658	9.05488	5.31724	3.94312	2.48943	6.09273	2.91991	1.72021	1.30964	1.95361	3.44954	4.62812	5.05226	4.95439	2.22165	3.24035	3.67059	3.42875	1.48008	7.0999	1.82129	4.92714	2.98719	4.68125	4.81083	2.91023	4.02373	2.37385	3.18974	0.93035	2.04797	3.17574	2.09968	2.94737	2.42895	3.12687	1.8868	3.62531	2.63902	1.68815	2.5644	2.7862	1.21453	8.68209	1.60749	4.16251	4.26078	4.93736	3.53315	1.1539	2.7832	4.44837	4.1531	3.28797	3.81138	2.48728	4.6628	6.04879	2.47722	1.63028	1.68502	1.33594	1.49652	2.52208	5.72531	5.19643	4.59313	1.21768
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293	2.16316	2.27085	6.58053	0.77237	0.44307	2.53467	1.34864	1.23589	0.01754	1.20129	1.58158	1.23931	0.81002	0.54469	0.47074	2.89867	0.32848	0.34291	0.5256	1.71084	0.42858	2.27417	9.48507	1.42396	1.37249	0.41578	0.4874	1.2796	1.24732	1.04559	0.47344	2.89033	0.44659	1.76845	4.35864	3.81453	1.00528	7.70912	2.51341	0.35799	0.38142	0.92082	0.96495	2.98426	0.40253	0.60339	2.07735	0.20567	4.45019	3.34866	1.62642	0.17596	5.65014	1.6972	0.56951	1.81181	2.66521	0.34279	0.45276	0.504	0.74361	0.83897	1.09209	3.42223	0.75256	2.13989	1.15531	1.70852	0.17902	0.54444	1.12166	0.62561	1.04817	3.18006	0.48001	1.93418	1.78236	0.40122	3.21159	2.80825	4.68067	0.70842	0.14981	0.8755	5.12525	1.21368	4.30676	1.94223	1.0001	3.26238	0.56891	3.82054	1.81316	0.43933	2.56186	1.53755	1.02263	7.01744	0.26264	0.86096	0.75408	1.74751	4.38747	2.51458	3.62056	4.31898	0.73396	1.46374	2.0884	4.84894	2.45118	2.9368	6.21357	4.13788	2.03388	4.06421	4.26946	3.97474	0.22485	0.02708	0.89353	1.81021	0	2.09856	0.59769	0.71491	1.4899	3.07765	0.43305	0.60588	4.15095	1.19818	2.07521	1.29673	6.41001	0.8813	1.71315	0.70561	2.08148	0.42899	6.85833	1.38403	3.19358	5.98671	7.58823	1.84903	2.13321	0.97822	1.14363	6.64932	4.46108	0.73946	1.74504	3.88049	0.86533	1.05204	3.81659	4.40216	6.42974	3.28979	2.90389	1.18864	0.51724	0.74262	1.38096	0.99508	9.68957	0.75707	1.09431	0.72403	2.91181	1.21416	0.94372	2.16219	0.70232	3.52949	4.97106	2.5616	3.51781	6.70776	4.01344	7.02396	0.48919	2.03782	2.77568	1.00891	1.64395	3.00662	0.54041	3.70191	0.78679	4.79729	1.36441	0.47008	0.21326	1.52449	1.31534	5.22574	0.9284	2.00365	0.79864	1.25553	0.21242	6.74329	0.84267	1.15315	2.68677	7.10487	9.24449	2.01849
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064	1.77308	3.91573	15.29119	16.86967	1.55489	7.85683	34.0871	6.50691	1.98435	8.65363	9.48314	8.7687	0.70683	4.60337	0.33852	5.6056	0.62725	0.6574	2.09883	1.24899	1.59755	1.02877	1.83925	2.51536	3.58937	4.92414	5.52627	1.16475	1.18995	3.37697	0.3892	4.93964	3.88678	1.36468	4.79154	2.74523	3.20457	0.87234	11.00405	1.1103	1.10183	0.4555	0.46238	3.86057	0.41816	2.94211	0.94512	0.85303	0.96215	17.65169	13.23087	2.6634	2.2132	6.26619	1.09926	1.78141	2.49399	0.71369	1.08616	0.20258	0.93936	1.12359	3.89012	3.65231	0.91966	0.96024	1.45166	2.96771	0.65371	5.53724	3.6024	0.64657	7.83785	0.85489	1.85203	1.14984	3.48691	4.60687	2.95664	0.54703	1.66172	2.04615	0.21318	1.88732	2.67865	0.45395	10.72967	1.92728	8.14911	9.0279	4.1639	1.57726	3.86562	3.04073	12.77541	9.01429	6.7007	0.97848	3.79867	5.85938	1.48956	3.31583	6.9883	6.6544	0.96596	2.23537	0.90764	1.15251	2.85359	4.19965	1.15124	19.09567	9.42449	0.95236	8.23491	2.24273	2.91972	5.21192	0.37264	0.0163	13.70151	1.40172	0	2.56426	1.9398	3.57444	0.94648	0.92388	1.35054	4.12585	2.52141	1.14997	6.7484	0.52567	3.66004	4.90514	6.32345	3.52212	2.72974	3.5917	2.74593	1.74402	3.59658	12.11955	1.9229	1.28158	7.61732	2.57911	4.9166	0.84559	1.30741	3.31122	2.35345	1.02968	1.43083	4.08149	9.3079	9.85062	18.17169	14.33431	2.87429	3.14361	1.88209	2.44294	0.38652	1.60712	9.94617	6.28357	1.59249	0.89448	1.77493	1.87954	1.66597	2.78371	1.63282	0.70514	1.62387	5.84583	1.99076	4.46941	0.6594	1.68139	3.27708	1.32069	1.75843	1.80349	5.13579	2.50195	6.68471	14.22587	0.67212	1.27547	3.78669	4.33596	4.53879	1.30345	3.34531	2.66611	2.30386	6.71493	0.00352	11.13489	3.13516	1.3756	3.16914	0.52201	5.82983	6.00451	3.59114	0.64595
k__Bacteria|p__Firmicutes|c__CFGB76790|o__OFGB76790	1.72499	0.56148	0.1107	0.43692	0.74544	1.51715	0.02143	0.37869	1.87273	1.14151	0.72945	1.17981	0.45964	0.30567	1.30553	2.54029	0.59894	0.69826	0.74238	0.50279	0.22572	1.64894	2.16427	0.29415	0.4657	6.19487	6.94412	0.95725	0.94469	0.23231	0.50937	0.45812	0.33049	0.40763	1.24414	0.89095	0.25052	1.31884	0.6804	0.27936	0.30443	1.1258	1.16152	1.53325	1.10067	0.39465	2.192	0.5096	2.22228	0.01672	0.19764	0.60316	0.99417	0.86522	1.2093	0.61998	0.63412	0.53905	0.42663	0.96139	0.8759	0.60954	0.79423	1.11558	0.46595	2.15916	0.5088	0.06138	0.74172	0.39004	0.48165	1.08071	0.32444	1.5381	0.25527	0.04356	1.67789	0.07499	0.91114	0.64747	0.07342	0.43505	0.197	0.00104	0.85343	0.35969	2.18602	0.50335	0.51057	0.10737	0	0.08484	0.40331	0.48233	1.41617	0.1108	0.31177	0.9745	0.39849	0.34409	0.50909	0.00939	0.02463	0.59532	1.56184	3.44623	0.63791	0.45224	1.20887	2.34942	2.69371	0.08989	3.2902	2.9047	0	1.36617	2.27675	0.00568	0.8465	0.13868	0.43248	0.11334	0	0.50225	0.13937	0.36016	0.67433	1.13832	0.52782	0.22674	1.50146	0.46653	0.67919	0.65162	1.30384	0.89561	6.74724	0.01933	1.91155	0.37604	2.6931	0.21061	0.07043	0.51514	0	0.40758	0.41482	0.41995	0.52741	3.39704	2.40163	0.18805	0.32128	0.48152	0.36797	0.13369	0.06888	0.92774	0.13542	0.94175	3.54332	0.90236	0.7955	0.39118	1.57098	0.55372	4.45613	0.34829	0.38208	0.79703	0.24803	1.59674	0.65307	0.77273	1.49193	1.95179	1.96529	0.77721	0.54397	2.09307	0.7207	5.59693	0.5281	0.92296	1.46189	0.82317	2.65026	0.03873	0.06163	0.4563	0.27522	0.88302	0.12422	0.30833	3.61976	1.07358	0.30044	2.27259	0.32805	1.21067	1.06926	0.45437	0.70005	0.8227	0.40181	0.291	0.27165	1.1176	1.70113	0.41657
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	1.63935	4.83681	1.85299	1.48731	3.35142	5.2151	0.2546	5.5347	2.12181	3.96689	2.63594	3.9287	5.90626	0.04201	2.32986	6.6176	2.16824	2.37466	5.39591	3.83656	4.9633	6.88185	3.96122	8.05139	6.0317	0.06253	0	4.25266	4.39937	3.45908	4.21456	8.93278	4.30128	7.59492	6.41498	2.3461	3.27343	3.02941	7.97766	3.84569	4.03791	7.49975	7.80223	5.33447	2.74361	5.15438	1.26982	3.39208	3.43142	0.71806	2.3091	6.90088	1.53399	4.87598	4.28329	4.99678	5.14573	1.05144	0.8915	0.61314	2.07985	1.87118	8.10022	1.95368	1.7953	4.64647	1.88478	0.97809	0.35777	2.38478	2.76769	1.54778	7.13839	3.76898	1.84115	0.21584	0.88638	4.95179	2.67379	6.75138	5.0038	2.15859	0.41825	0.92542	2.89111	1.51629	0.56138	3.52174	4.46404	3.98212	0.06762	0.15992	3.32209	4.28973	6.66398	4.57168	3.70536	5.51675	1.73128	1.30708	4.32059	1.26909	2.91567	2.40723	7.82105	4.80201	2.09668	3.73176	2.96348	3.64217	2.92682	7.26207	1.41018	4.74491	5.76591	2.82131	7.06876	2.26834	1.06717	4.56649	2.86062	3.14257	0	1.22672	2.85916	1.66978	2.03658	0.908	2.60001	1.45006	4.5212	1.57136	5.8689	1.08064	0.69582	2.88637	2.62629	3.70293	6.17105	2.80623	5.02168	2.37078	3.87546	5.12471	0	1.86749	4.00582	5.2398	3.0484	4.52338	3.55525	1.02834	4.07515	1.00261	3.9013	3.25361	2.09045	3.42394	6.42071	6.70817	9.95949	1.75747	4.15597	0.74508	2.71329	2.64524	5.78353	8.55782	3.22187	3.22999	1.56785	2.84032	1.99036	4.05758	3.44562	4.96077	2.36318	2.54643	1.37612	5.79173	2.94319	4.49085	2.78121	2.12114	0.8652	2.91385	3.38438	2.65889	3.2797	7.01992	1.80728	2.99918	4.4469	4.54522	3.69571	2.16817	2.53044	3.48788	2.62717	4.88678	0	4.1408	3.668	4.73843	5.30872	1.43609	1.91791	4.40244	6.69765	3.29809
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644	0.94765	0.32594	0.03177	0.00631	0.0144	0.25934	0.02734	0.0032	0.00442	0.01189	0.01128	0.01318	0.00093	2.99319	0.01534	0.04831	0.50715	0.49212	0.03577	0.01046	0.02854	0.04136	0.41263	0.01753	0.00023	0.44028	0.48719	0.07152	0.05456	0.01007	0.05404	0.17248	0.38785	0.0091	0.05121	0.03344	0.00751	0.13884	0.31973	0	0	0.02164	0.014	0.10906	0	0.00872	0	0.6434	0.13248	1.03768	0	0.04252	0.24001	0.01019	0.18536	0.40148	0.25881	0.11291	0.11272	0.02341	0.03029	0.03098	0.00192	0.26023	0	0.0023	0.20618	0.23879	0.02131	0.27257	0.15153	0.01652	0	0.44659	0.00842	0.07643	0	0.00273	0.00561	0.11237	0.2664	0.01112	9.0498	0	1.42486	0	0.006	0.03914	0	0.00451	0.03181	0.00398	0	0.00235	0.30337	0.00705	0.00115	0.27918	0	0.00154	0.00761	0.28732	0.24742	0.02294	0.11417	0.57988	0.05762	0.02069	0.00039	0.27102	0.04997	0.00248	0.82476	0.64776	0	0.02011	0.3317	0.09229	0.05293	1.64125	0.00218	0.16011	0	0	0	0.02306	1.09464	1.31328	0	0.00616	0	0.01683	0.15502	0.02925	0.15887	0.00925	0.02579	0.02478	0.48373	0.02386	0	0.0122	0.14621	0.20076	0	0.36517	0.36817	0.00751	0	0.24073	0.02237	0	0.0208	0	0.03691	0	0.00993	0.28083	0.17782	0	0	0.01558	0.01104	0.0061	1.11982	0.01656	0	0.0072	0.00355	0	0.07451	0.41584	0	0.00682	0.0475	0.0784	0.20345	1.38972	0	0	0	0.04805	0.00063	0.11486	0	0.01118	0.23736	0.0047	0.09229	0.08671	0.00735	0	0.03393	0	0.42145	0.15655	0.07914	0.06339	0.00032	0.53463	0	0.02907	0.00192	0.16151	0.05158	0.32519	0.04417	0	0.16516	0
k__Bacteria|p__Proteobacteria|c__CFGB76404|o__OFGB76404	0.84784	0	0	0	0.01976	0	0	0	0	0	0	0	0	0	0.2332	0	0.02821	0.02317	0.0185	0	0	0	0	0	0	0	0	0	0	0	0.03944	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02181	0.05963	0.03997	0.02151	0	0	0	0	0	0	0	0	0.14346	0.00949	0.95294	0	0.36343	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09244	0	0	0	0	0.01072	0	0	0	0	0	0	0	0	0	0	0	0	0.23342	0.00566	0.01186	0	0	0	0	0	0	0.53943	0	0	0	0.14988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2e-04	0	0	0	0	0	0	0	0	0	0	0.40739	0	0	0	0	0	0	0	0	0	0	0	0	0.01493	2.19615	0	0	0	0.00875	0	0	0	0	0	0.85737	0	0	0	0	0	0	0	0.05493	0	0	0	0	0	0	0	0	3.01423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76111|o__OFGB76111	0.65882	3.80225	0.79059	1.98116	5.834	1.15292	0.26448	5.49792	0.00851	3.10916	0.60411	2.89493	2.68464	2.67793	1.25126	0.02467	1.00575	1.17479	6.60126	1.99613	4.45959	3.6127	0.10202	0	0.39187	0.03146	0	5.74823	6.19242	2.19738	3.18221	0	4.86884	0	0.01739	0.81504	1.60037	0	1.70942	0.00035	0	3.05332	3.1492	0	0.35525	2.93754	0.05206	1.7039	2.31261	0.06637	2.07052	9.52673	0.53723	3.58149	0.00267	1.29389	1.72128	2.16234	1.4069	3.49589	0.64183	0.31238	2.9382	0.01206	3.27602	4.2776	0.89859	0.70919	1.90193	2.8237	3.36358	3.32321	0	0.3607	0.39964	0.08257	0	0.96248	2.73466	0.87753	0	0.03262	0.14467	0	0.45464	2.12686	1.10014	2.78163	4.09766	0.62883	2.40133	0	1.86248	0.53828	0.69078	0.74216	0.34881	0.32553	5.39386	2.15265	4.42499	1.12096	0.6324	0.50352	0.55695	0.3209	1.08079	2.05238	0.12245	0.92453	0.4157	1.0797	0	3.79276	1.07316	0.65265	1.96555	0.63996	1.48463	4.87177	2.52326	0.32914	0	5.95019	0	1.92049	0.77762	0.43562	2.66477	2.542	1.47908	0.62119	0.62731	0.01346	0.87295	2.24583	2.09847	2.96646	0.44552	1.11676	0.00909	0.30613	0.38714	0.86308	1.25102	0.3835	0.47656	2.20417	1.03996	1.2319	1.90527	7.01121	0.61416	0	2.15072	2.11969	0	0.24993	0.238	0	0	0.92767	0.32202	2.14711	1.25773	0	0	2.38618	1.33922	0.00866	1.6685	0	0	2.37252	2.18997	6.33298	0.83582	0	4.03497	0.45246	1.76843	4.41755	1.69966	2.46457	0.70173	1.95183	0.67046	0.36858	0	0	4.59284	3.12915	0.00299	5.16194	0.30204	0.60366	1.04724	1.12434	1.1996	0.17882	0.12315	0.64006	0.88806	0.68755	0.38003	0.03961	0.67576	0.02135	0.54454	0
k__Bacteria|p__Bacteroidetes|c__CFGB76349|o__OFGB76349	0.51635	0.37832	2.18352	0.41056	0.49002	2.43242	0.49415	0.29547	0.74429	0.2144	0.06633	0.2179	0.35088	4e-04	0.40873	2.2196	1.75447	1.62586	0.42858	0.39623	0.38789	0	0.1364	0.38022	0.95563	0.06464	0	0.16883	0.16399	0.41151	0.55727	0.70887	0.12547	0.24291	2.25397	0.21085	0.48512	0	1.51198	0	0	0.59742	0.51969	1.43791	0.3553	0.60732	0	0	0.39916	0.12163	0.23382	0.04293	0.85508	0.3207	0.3234	0.55488	0.7628	0.05701	0.06638	0.09513	0.63067	0.44532	0.48969	0	0	0	0.21867	0.22755	0	0.24296	0.28114	0.54816	0	1.32074	0.51848	0.07439	0	2.22277	0.3744	1.58196	0.50301	0.5042	0	1.6235	0	0.6028	0.25247	0.39287	0.32927	0.05229	0.30602	0	0.50313	0.39438	0.1504	0.2844	0.23425	0.30299	0.94208	0.2732	0.76427	0.30844	0.33582	0.53304	0.43142	1.47583	0.12075	0.27303	0.13037	0.32079	0.29721	0.60906	0	0.47459	0.4292	0.34893	0.31926	0.66605	0.30851	0	0.42215	0.59545	0	0.33324	0	0.38139	0.25111	1.04667	0.48721	0.27826	0.3515	1.27801	0	0.26069	0.29406	0.23348	0.27484	1.234	0.37132	0.28828	0	0.26665	0.35605	0.86408	0	0.32111	0	0.35221	0.31969	1.71082	0.36049	0.21269	0.26673	2.23763	0.2349	0.62849	0.07219	0.48514	0.22674	0	0.40947	0.15784	0.55774	0.16523	0.22983	0.55173	0.26218	0.57208	0.27208	0	0.45235	0	0	0.3243	0.18754	0	0.43334	0	0	0	0.55246	0	0.10587	0.51644	0.28228	0.2195	2.9314	0.49505	0.1905	0.42186	0	0.67787	0.63336	0.7315	0	0.40766	2.95212	1.34788	0.6558	0.18843	0	0	0.44062	0.34193	0	0.6391	0.37829	0.376	0.05401	0
k__Bacteria|p__Actinobacteria|c__CFGB4875|o__OFGB4875	0.50615	0.52123	0.76688	0.22799	0.34302	1.6681	0.46352	0.55341	0.48209	0.08773	0.03037	0.08686	0.29029	1.25323	0.38202	4.56045	0.95964	0.99265	0.4615	0.2398	0.37902	0.97531	0.07636	0.17273	0.32095	0.02947	0	0.14553	0.15597	0.31645	0.21095	1.51502	0.07997	0.14999	1.67581	0.14995	0.36416	1.0354	1.92816	1.6824	1.71397	0.66303	0.67764	2.12767	0.23724	0.20532	2.34495	0.03522	0.69531	0.48269	0.10953	0.07298	1.164	0.1912	0.38398	0.73987	1.09702	0.3313	0.27904	0.30208	0.37211	0.41953	0.21462	8.76576	1.36871	1.18334	0.26503	0.42024	1.98914	0.13742	0.16753	0.30821	0	0.64241	0.40383	0.28547	0	0.68831	0.65281	1.80994	0.3878	0.42925	0.14733	2.00717	0.04516	1.32325	0.75532	0.51564	0.27597	0.04808	0.43717	1.22548	0.17515	0.21884	0.33078	0.36464	0.37148	0.70347	0.64079	0.26472	0.54297	1.13695	0.13864	1.51845	0.8878	0.80212	0.37732	0.3787	0.177	0.55996	0.33636	0.10355	0.02163	0.54596	0.76338	0.5714	0.64587	0.385	0.68701	0	0.15911	0.59832	0	0.29975	0.43455	0.57394	0.20027	1.14393	0.53412	0.15649	0.64588	0.29791	0.80422	0.17244	0.76133	0.94819	0.68398	0.47525	0.79212	0.18584	1.61201	0.11495	0.67931	0.65629	0	0.24207	0.59562	0.05692	0.19856	0.51219	0.47572	0.16659	0.18917	1.79984	1.46794	0.28133	0.06104	0.9567	0.62447	1.24304	0.51255	0.13995	0.49116	0.31419	0.72891	0.44558	0.45796	0.26074	0.18388	0.53297	0.43518	0.25819	0.78573	0.36862	0.21804	0	0.53093	0.92053	0.84582	1.23834	0.85977	0.41645	0.24107	0.406	0	0.23768	0.52736	0.21545	0.1664	0.3498	0.87332	0.55768	0.3301	0.34625	0	0	0.86986	1.90887	0.67855	0.47236	0	0.16576	0.26627	0.35431	1.68854	0.12455	0.65967	0.71669	0.29849	0.32239
k__Bacteria|p__Firmicutes|c__CFGB6645|o__OFGB6645	0.46285	0.15656	0.09156	0.26059	0	0.02794	0.73923	0.02352	0	0.10102	0.08714	0.09098	0.10514	0	0	0	0.00058	0	0.00206	0.18362	0.15366	0.01294	0	0.15765	0.04621	0.00623	0.00644	0	0	0	0	0	0	0.37104	0.02985	0.16075	0.00076	0.00701	0.08517	0.08981	0.07644	0	0	0.02894	0.04261	0.14922	0.08261	0	0.05583	0	0.12391	0.08791	0.05309	0.25889	0.08347	0	0	0.06061	0.08697	0.40071	0.13684	0.12514	0.29937	0	0.06573	0.04277	0.04113	0.02469	0.06608	0.69815	0.16485	0	0.2685	0	0.29669	0.60703	0.09615	0	0.2403	0	0.0944	0	0	0	0.42013	0.35697	0.07805	0	0.04323	0.23914	0.3468	0.077	0.44508	0.2195	0.0219	0	0.2406	0.01793	0.09227	0	0.16299	0.00057	0	0	0.18939	0	0	0	0.60489	0.04569	0	0.05911	0.26463	0	0	0.06536	0	0	0	0	0.05548	0.09368	0	0.09613	0.24762	0.09113	0.15849	0	0.27886	0.24531	0.43159	0.22307	0.00635	0.05456	0.03047	0.14491	0.14569	0.05857	0.05014	0	0.06825	0.11048	0.08557	0.17113	0	0.08996	0	0	0	0	0	0	0	0	0.3119	0.08691	0.25451	0.12719	0.02564	0.23995	0	0	0.00253	0	0	0.18543	0	0.12306	0	0.12637	0.27965	0.05758	0.00847	0.24329	0	0	0.09742	0.16956	0	0	0	0	0.27026	0.15367	0	0.25343	0	0.11817	0.20568	0.11097	1.41769	0.1819	0.24531	0.34367	0	0	0	0	0.21958	0	0	0.3365	0	0	0	0.01368	0.56306	0.29448	0.18575	0
